0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00011697 -2.225e-05 5.013e-05 3.243e-05 -4.83e-06 -7.352e-05 -0.00010188 -1.9e-05 0.00013726 0.00040955 0.00067989 0.0008449 0.00104032 0.00125291 0.00168892 0.00253026 0.00364862 0.00511768 0.00738095 0.01070462 0.0147633 0.01949904 0.027245 0.03798057 0.04771693 0.05554426 0.06974235 0.08389117 0.08231604 0.07137209 0.06746385 0.06425499 0.05731055 0.04917028 0.04199158 0.04018306 0.04641747 0.05670145 0.07575522 0.10749708 0.14960513 0.20026342 0.22991957 0.22824828 0.22058839 0.20227923 0.17364256 0.13534873
0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00011435 -1.164e-05 6.768e-05 5.17e-05 1.508e-05 -5.504e-05 -8.145e-05 1.203e-05 0.00018384 0.00047897 0.00078874 0.0010213 0.00131984 0.00168412 0.00235312 0.0035398 0.00512065 0.00720081 0.01041832 0.01515741 0.02095212 0.02772094 0.03791418 0.05128821 0.06319019 0.07255483 0.08849243 0.10352095 0.09997614 0.08579856 0.07909156 0.0735735 0.0647858 0.05513758 0.04682689 0.04461842 0.05136291 0.06256388 0.08230812 0.11433998 0.15673336 0.20743364 0.23620975 0.23245775 0.22195883 0.19993265 0.16670506 0.12287987
0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00010617 9.57e-06 0.00010037 8.792e-05 5.301e-05 -1.897e-05 -4.137e-05 7.083e-05 0.00026963 0.00060375 0.0009883 0.00135984 0.00187382 0.00255939 0.00373105 0.00567411 0.0082772 0.01171723 0.01701432 0.02478353 0.03428795 0.0453947 0.06061748 0.07919036 0.09526341 0.10749382 0.12577539 0.14089422 0.13255574 0.11178304 0.09919754 0.08893794 0.07668746 0.06438707 0.05412566 0.0511285 0.05844244 0.0707697 0.09111583 0.12287292 0.16474132 0.21432349 0.24130312 0.23500972 0.22110518 0.1947155 0.1561679 0.10597651
0 0 0 0 0 0 0 0 0 0 0 0 0 -9.159e-05 4.58e-05 0.00015534 0.00014769 0.00011376 3.557e-05 1.642e-05 0.00015709 0.00039731 0.0007918 0.00130249 0.00192121 0.00282391 0.00409646 0.00621096 0.00960477 0.01418808 0.02028183 0.02954832 0.04298825 0.05942163 0.07861742 0.10285079 0.13029327 0.15328221 0.17006139 0.19047948 0.20295546 0.18481728 0.15231991 0.1292668 0.11078577 0.09294058 0.07660624 0.06344326 0.0591288 0.06683311 0.0801654 0.10077183 0.13156159 0.17194384 0.21912304 0.24363168 0.23508574 0.21821496 0.18810668 0.14508625 0.0895813
0 0 0 0 0 0 0 0 0 0 0 0 0 -7.353e-05 9.707e-05 0.00023448 0.00023135 0.00019466 0.00010061 7.961e-05 0.00025789 0.00055457 0.0010335 0.00173823 0.00275641 0.00429715 0.00654578 0.01026486 0.01617354 0.0242189 0.03498117 0.05107387 0.07406351 0.10213571 0.1348895 0.17358085 0.21444517 0.2475094 0.27050872 0.29157533 0.29625757 0.26087041 0.2096889 0.17019747 0.13914209 0.1131722 0.09126413 0.07419776 0.06796351 0.07568551 0.08962117 0.11002974 0.13929934 0.17744647 0.22127423 0.24301521 0.232901 0.21401859 0.18147382 0.13558758 0.07672007
0 0 0 0 0 0 0 0 0 0 0 0 0 -5.091e-05 0.00019616 0.00039482 0.00039197 0.00033438 0.00018299 0.00013548 0.00038127 0.0007869 0.00143801 0.00256511 0.00447701 0.00746532 0.01195406 0.01944039 0.03135861 0.04773823 0.06979916 0.10190212 0.14662802 0.20106025 0.26439144 0.33380957 0.40073404 0.45205098 0.48490074 0.501268 0.48238732 0.40731099 0.31663779 0.2433433 0.18720975 0.14576099 0.11373656 0.08985118 0.08005568 0.08697203 0.1007168 0.11997058 0.14647842 0.1806815 0.21891447 0.23679068 0.22579311 0.20591823 0.17240158 0.12555321 0.06567644
0 0 0 0 0 0 0 0 0 0 0 0 0 -3.826e-05 0.00037684 0.00070291 0.00067678 0.00053785 0.00020822 5.623e-05 0.00043226 0.00107276 0.00212285 0.0042598 0.00832764 0.01484891 0.02485591 0.04175412 0.06884145 0.1063597 0.15717651 0.22747101 0.32068985 0.43305958 0.56273496 0.69225423 0.80104325 0.87590283 0.91475084 0.90533903 0.82418442 0.66370868 0.49525541 0.35837095 0.25707016 0.18917076 0.1408952 0.10678121 0.09133353 0.09542671 0.10645514 0.12229897 0.14421459 0.17210042 0.20205024 0.2153413 0.20556239 0.18777527 0.15764624 0.11545779 0.061495
0 0 0 0 0 0 0 0 0 0 0 0 0 -4.018e-05 0.00052128 0.00095643 0.00090344 0.00068427 0.00018598 -4.039e-05 0.00053227 0.00152432 0.00316851 0.00658894 0.01318278 0.02379659 0.04013808 0.06753913 0.11117768 0.17158813 0.25337974 0.35922698 0.48987713 0.64447618 0.82000263 0.98204314 1.09970014 1.16731412 1.18663567 1.14063743 1.00642402 0.78733769 0.57191804 0.39968319 0.27536143 0.19545983 0.14094144 0.1037828 0.08630868 0.08761998 0.09490925 0.10723219 0.12602997 0.14990906 0.17543059 0.18729441 0.18033816 0.1668692 0.14311235 0.10931684 0.06579531
0 0 0 0 0 0 0 0 0 0 0 0 0 1.279e-05 0.0006113 0.00108993 0.00108193 0.00092268 0.0005043 0.00045459 0.00138564 0.00292987 0.00541715 0.01017555 0.018885 0.03270358 0.05372686 0.08743212 0.13913234 0.20981396 0.30464738 0.41745827 0.54284385 0.68601103 0.84327699 0.97927383 1.0644218 1.09799187 1.08585733 1.02192575 0.88811493 0.68465697 0.49030538 0.33782055 0.22955061 0.16084181 0.11457109 0.08361879 0.06910015 0.06968014 0.0749404 0.0856161 0.10356665 0.12665409 0.15223053 0.16527836 0.16069402 0.15081654 0.13230856 0.10539359 0.07041234
0 0 0 0 0 0 0 0 0 0 0 0 0 0.00014947 0.00069635 0.00118733 0.00135293 0.00148067 0.00152234 0.00203565 0.00358868 0.00599601 0.0096885 0.01611542 0.02713827 0.04418629 0.06955979 0.10583272 0.15550698 0.22080266 0.30583287 0.39677747 0.48286943 0.5732896 0.664323 0.74012464 0.78341198 0.78662002 0.75689011 0.70096095 0.60652528 0.46556683 0.33199263 0.22979182 0.15814816 0.11214857 0.08079408 0.05993599 0.050654 0.05228888 0.05762704 0.06838298 0.08665162 0.11046614 0.13784227 0.15264141 0.14929735 0.14132476 0.12563805 0.10244568 0.07209945
0 0 0 0 0 0 0 0 0 0 0 0 0 0.00025343 0.0007692 0.00128397 0.00160584 0.0019907 0.00244323 0.0034287 0.00544319 0.00846185 0.01296992 0.02063545 0.03358293 0.05337509 0.08252845 0.12010257 0.16523567 0.22169201 0.29227108 0.36465325 0.42880101 0.49123591 0.54844653 0.59775222 0.62910659 0.62790357 0.6003734 0.55412542 0.479359 0.36786847 0.26226381 0.18327465 0.12843245 0.09259061 0.0677206 0.05115473 0.04419098 0.04662518 0.05251712 0.06364175 0.08208062 0.10620824 0.13422567 0.14955143 0.14643959 0.138841 0.12373188 0.10131685 0.07194747
0 0 0 0 0 0 0 0 0 0 0 0 0 0.00036571 0.00089427 0.0014676 0.00194448 0.00257265 0.00340084 0.00484904 0.00738677 0.01111962 0.01660932 0.02562231 0.04042561 0.06277818 0.09533673 0.13360586 0.17330316 0.21960762 0.27388639 0.33098306 0.38533394 0.43665792 0.48174267 0.52226453 0.55086684 0.55108621 0.52821118 0.48782392 0.42145628 0.32301639 0.22999289 0.16201553 0.11533134 0.08430823 0.06243038 0.04775442 0.04180722 0.04467981 0.05095191 0.06228647 0.08070782 0.10483448 0.13291827 0.1483257 0.14528671 0.13781156 0.12290109 0.10075835 0.07173397
0.0026 0.001 0.0013 0.0018 0.0024 0.0033 0.0045 0.0061 0.0084 0.0114 0.0156 0.0212 0.029 0.0395 0.0539 0.0735 0.1003 0.1368 0.1866 0.2544 0.3466 0.4719 0.6434 0.8793 1.2054 1.6549 2.2521 3.0207 3.9723 5.1041 6.456 8.0367 9.8032 11.666 13.55 15.272 16.511 16.941 16.665 15.575 13.42 10.258 7.2844 4.9356 3.2721 2.2382 1.5573 1.1411 0.9734 1.0143 1.1285 1.2893 1.5077 1.7844 2.0778 2.3915 2.7462 3.1473 3.5449 3.9432 4.3647
0 0 0 0 0 0 0 0 0 0 0 0 0 -6.087e-05 -4.922e-05 -3.972e-05 -4.244e-05 -4.183e-05 -3.517e-05 -1.419e-05 3.199e-05 0.00011346 0.00024998 0.00038966 0.00048724 0.00060439 0.00073516 0.00115778 0.00212996 0.00352243 0.00544453 0.00765612 0.00995868 0.01253262 0.01545495 0.02202008 0.03332226 0.04600497 0.0590112 0.07496472 0.09002109 0.09470807 0.0921703 0.10896019 0.12822499 0.12290842 0.10438023 0.08268968 0.06629463 0.06066706 0.06127091 0.07322549 0.10081041 0.14315468 0.19533147 0.2263323 0.22559024 0.21861202 0.20133462 0.17418809 0.13792921
0 0 0 0 0 0 0 0 0 0 0 0 0 -6.094e-05 -4.656e-05 -3.272e-05 -2.88e-05 -1.765e-05 5.43e-06 4.028e-05 8.964e-05 0.00016942 0.00029551 0.00045064 0.00062495 0.00086764 0.00119447 0.00190916 0.00329633 0.00525224 0.00792205 0.01122428 0.01503809 0.0194051 0.02445038 0.03385057 0.04876891 0.06533121 0.08210962 0.10183432 0.11954608 0.12387158 0.11924369 0.13420542 0.15113688 0.14175716 0.1188384 0.09328743 0.0742679 0.06760412 0.06799457 0.07984329 0.10741039 0.15010031 0.20240952 0.23255968 0.22970694 0.21984319 0.1988068 0.16703833 0.12523161
0 0 0 0 0 0 0 0 0 0 0 0 0 -5.631e-05 -3.773e-05 -1.66e-05 -3.8e-07 2.989e-05 8.222e-05 0.00014119 0.00019465 0.00026819 0.0003699 0.0005574 0.00089813 0.00141656 0.0021783 0.00354738 0.00587247 0.00910899 0.01348558 0.01927373 0.02652521 0.03497571 0.04485949 0.06044998 0.08296727 0.10761724 0.13218098 0.15877754 0.18022639 0.18237802 0.17250659 0.18170249 0.19183347 0.1738051 0.14259115 0.1100711 0.08640359 0.07780284 0.0775821 0.08885289 0.11570036 0.15789667 0.20911681 0.23744164 0.23199234 0.21865277 0.19318993 0.15605197 0.10784568
0 0 0 0 0 0 0 0 0 0 0 0 0 -4.892e-05 -2.36e-05 9.02e-06 4.445e-05 0.00010445 0.00020224 0.00029769 0.00035437 0.00041286 0.00046781 0.00071586 0.0013688 0.00241022 0.00400379 0.0066463 0.01082683 0.01661378 0.02440701 0.03512769 0.04914002 0.06561986 0.08501623 0.11225473 0.14847511 0.18756647 0.2258572 0.26285755 0.28760209 0.28314784 0.26217002 0.25835684 0.25395681 0.22048932 0.17583685 0.1325363 0.10183009 0.0901447 0.08865163 0.09871493 0.1240317 0.16465757 0.21332944 0.23904615 0.23130225 0.21496316 0.18578152 0.14420701 0.09076013
0 0 0 0 0 0 0 0 0 0 0 0 0 -3.406e-05 1.99e-06 5.118e-05 0.00011189 0.00020995 0.0003646 0.00050424 0.00056127 0.00059312 0.00057521 0.00092925 0.002103 0.00402374 0.00702418 0.0118597 0.01929037 0.02957084 0.04340983 0.06272805 0.08835167 0.11859485 0.15427608 0.20052766 0.25801373 0.319223 0.37817574 0.42836547 0.45324902 0.43449079 0.39365452 0.36670645 0.33760044 0.2805743 0.2168668 0.15897407 0.11896585 0.1030372 0.0994807 0.10772463 0.1308668 0.16898176 0.21390877 0.23660987 0.2273526 0.2091282 0.17774264 0.13363997 0.07727162
