3290 0 1118 0.148968 0.00115126 3.72487e-06 0.819191 0.0306657
3290.5 0.0089819 1086 0.145731 0.00122118 4.43796e-06 0.818661 0.0306627
3291 0.011956 1101 0.139811 0.00124616 5.25976e-06 0.81813 0.0306597
3291.5 0.018126 1143 0.134737 0.00117307 4.26382e-06 0.8176 0.0306567
3292 0.025195 1184 0.129985 0.00123491 5.14218e-06 0.81707 0.0306537
3292.5 0.025083 1248 0.125366 0.00118222 4.73429e-06 0.816542 0.0306507
3293 0.031268 1236 0.121926 0.00117392 5.18151e-06 0.816013 0.0306477
3293.5 0.041967 1166 0.118108 0.00108301 4.39264e-06 0.815485 0.0306447
3294 0.047918 1140 0.115192 0.00113437 5.4088e-06 0.814957 0.0306417
3294.5 0.052979 1155 0.113274 0.00107172 4.54336e-06 0.81443 0.0306387
3295 0.063243 1186 0.11044 0.00100717 4.59676e-06 0.813903 0.0306357
3295.5 0.074294 1222 0.109572 0.00103206 5.01293e-06 0.813376 0.0306327
3296 0.092862 1219 0.111288 0.000969482 4.53497e-06 0.81285 0.0306297
3296.5 0.098993 1161 0.1123 0.000963049 4.70574e-06 0.812325 0.0306267
3297 0.1097 1142 0.110383 0.000972578 5.3365e-06 0.8118 0.0306237
3297.5 0.11868 1134 0.111313 0.00093189 4.52703e-06 0.811275 0.0306207
3298 0.13938 1234 0.109829 0.000914115 3.98463e-06 0.81075 0.0306177
3298.5 0.15393 1313 0.107803 0.000866916 3.76938e-06 0.810226 0.0306147
3299 0.17392 1373 0.108001 0.000871092 3.37604e-06 0.809702 0.0306117
3299.5 0.18962 1357 0.104201 0.000880652 4.30409e-06 0.809179 0.0306087
3300 0.22272 1319 0.104041 0.000823021 3.29409e-06 0.808656 0.0306057
3300.5 0.24065 1143 0.104962 0.000847647 4.08735e-06 0.808133 0.0306027
3301 0.26567 1032 0.107658 0.000854417 5.32945e-06 0.807612 0.0305998
3301.5 0.28709 997 0.111911 0.000871334 5.93243e-06 0.80709 0.0305962
3302 0.32352 1046 0.123426 0.000792574 6.46653e-06 0.806571 0.0305957
3302.5 0.34461 1092 0.147232 0.000671381 7.0822e-06 0.806057 0.0306006
3303 0.37721 1085 0.167367 0.000590955 5.91569e-06 0.80554 0.0305998
3303.5 0.40876 1020 0.174532 0.000681217 6.90953e-06 0.805023 0.0306
3304 0.43194 896.3 0.17956 0.0006449 6.11543e-06 0.804506 0.0306
3304.5 0.46383 789 0.18054 0.000681728 5.50913e-06 0.803989 0.0306
3305 0.49206 783.3 0.178913 0.000708639 4.5216e-06 0.803474 0.0306
3305.5 0.51974 825 0.177288 0.000757571 4.45449e-06 0.802959 0.0306
3306 0.54947 892 0.173745 0.000779351 4.75081e-06 0.802444 0.0306
3306.5 0.57024 977 0.170324 0.000711924 2.41205e-06 0.801929 0.0306
3307 0.60147 1045 0.165277 0.000765053 3.00316e-06 0.801414 0.0306
3307.5 0.61951 1077 0.157336 0.000827562 4.73549e-06 0.800901 0.0306
3308 0.65108 1085 0.155753 0.000763641 3.56159e-06 0.800387 0.0306
3308.5 0.67463 1068 0.155135 0.000793736 4.43211e-06 0.799874 0.0306
3309 0.70159 1051 0.153079 0.000791022 5.95481e-06 0.799361 0.0306
3309.5 0.72355 1081 0.167116 0.000685337 5.73891e-06 0.79885 0.0306
3310 0.75234 1086 0.190786 0.000535755 5.61639e-06 0.798338 0.0306
3310.5 0.76499 1053 0.203374 0.000431168 3.97494e-06 0.797826 0.0306
3311 0.80143 1005 0.214504 0.000536559 3.62035e-06 0.797315 0.0306
3311.5 0.82421 1005 0.213993 0.000543835 4.05489e-06 0.796805 0.0306
3312 0.83887 969.1 0.208221 0.000647466 5.26936e-06 0.796295 0.0306
3312.5 0.86467 929 0.203149 0.000727216 4.32153e-06 0.795785 0.0306
3313 0.87142 880.1 0.198639 0.000687987 2.95543e-06 0.795275 0.0306
3313.5 0.8899 888.9 0.191048 0.000738207 4.41288e-06 0.794766 0.0306
3314 0.90137 953.3 0.181531 0.000719409 3.49358e-06 0.794258 0.0306
3314.5 0.91531 1011 0.174102 0.000769348 2.65975e-06 0.79375 0.0306
3315 0.9266 1048 0.164294 0.000701016 1.63936e-06 0.793242 0.0306
