3100 0 333.5 2.54953 0.00733053 3.90155e-05 1.05657 0.0317
3100.5 1.3349e-05 353.7 2.55553 0.0066201 2.59283e-05 1.05584 0.0317
3101 6.4592e-05 401.7 2.56761 0.00646565 1.82683e-05 1.0551 0.0316999
3101.5 0.00031621 485.9 2.55577 0.00681103 2.96886e-05 1.05437 0.0317003
3102 0.00062329 630.3 2.55079 0.00694726 3.3735e-05 1.05363 0.0316988
3102.5 0.002461 765.3 2.57248 0.00626325 2.33382e-05 1.05292 0.0316915
3103 0.0063572 836.3 2.56446 0.00637606 2.78425e-05 1.05219 0.0316896
3103.5 0.019658 854.1 2.55744 0.00607143 2.86083e-05 1.05146 0.031687
3104 0.033803 835.8 2.54426 0.00599961 2.47855e-05 1.05074 0.0316845
3104.5 0.05489 799.6 2.48776 0.00658954 4.55863e-05 1.05002 0.031682
3105 0.083089 826.4 2.47053 0.00614139 3.18891e-05 1.04929 0.0316795
3105.5 0.11215 853.2 2.41804 0.00635868 3.73642e-05 1.04856 0.031677
3106 0.14424 875.6 2.40661 0.00576522 3.18212e-05 1.04783 0.0316745
3106.5 0.18068 903.4 2.39471 0.00616479 3.36459e-05 1.04712 0.031672
3107 0.21752 949.2 2.39477 0.00610013 3.02921e-05 1.0464 0.0316695
3107.5 0.27119 997 2.38188 0.00676014 4.09752e-05 1.04568 0.031667
3108 0.325 986.8 2.38129 0.00645609 3.63824e-05 1.04495 0.0316645
3108.5 0.38669 931.2 2.36099 0.0059979 3.17047e-05 1.04422 0.031662
3109 0.45043 857.9 2.34251 0.00627333 3.47036e-05 1.04351 0.0316595
3109.5 0.518 823.4 2.32952 0.0061882 2.8707e-05 1.0428 0.031657
3110 0.57107 849.8 2.31182 0.00621957 3.58183e-05 1.04208 0.0316545
3110.5 0.65117 879.5 2.31582 0.00562162 1.83472e-05 1.04136 0.031652
3111 0.70443 925.9 2.30239 0.00592345 2.54244e-05 1.04064 0.0316495
3111.5 0.76987 977.6 2.29213 0.00606305 3.16905e-05 1.03992 0.031647
3112 0.83886 968.9 2.28738 0.00614698 2.92759e-05 1.03921 0.0316445
3112.5 0.89914 890.8 2.3105 0.0053002 1.42947e-05 1.03849 0.031642
3113 0.94485 832.9 2.2959 0.00557316 2.51151e-05 1.03778 0.0316395
3113.5 0.98244 844.5 2.29963 0.00585386 3.14654e-05 1.03706 0.031637
3114 0.99343 890.3 2.30312 0.00552053 2.56023e-05 1.03634 0.0316345
3114.5 0.99652 930.1 2.30287 0.00557587 3.35614e-05 1.03563 0.031632
3115 0.98644 891.9 2.27825 0.00509052 2.93181e-05 1.03492 0.0316295
3115.5 0.95083 825.6 2.25285 0.00498926 2.54801e-05 1.03421 0.031627
3116 0.91463 754.7 2.23232 0.00538664 3.34066e-05 1.03349 0.0316245
3116.5 0.84874 715.2 2.20094 0.00513887 2.83144e-05 1.03279 0.031622
3117 0.78494 704.6 2.16138 0.00520446 2.89289e-05 1.03207 0.0316195
3117.5 0.73513 699.6 2.12736 0.00592644 3.79867e-05 1.03137 0.031617
3118 0.68428 691.4 2.08802 0.00553673 3.66859e-05 1.03065 0.0316145
3118.5 0.62612 657.1 2.07742 0.00585822 3.31559e-05 1.02995 0.031612
3119 0.57901 651.1 2.05508 0.00566154 2.58984e-05 1.02924 0.0316096
3119.5 0.52452 663.1 2.02384 0.00587139 2.8802e-05 1.02853 0.031607
3120 0.47456 662.5 1.98556 0.00608487 3.67603e-05 1.02783 0.0316045
3120.5 0.42078 652.7 1.97529 0.00559894 2.93649e-05 1.02711 0.031602
3121 0.36082 651.5 1.95722 0.00562278 2.55255e-05 1.02641 0.0315995
3121.5 0.31938 707.6 1.94067 0.00595102 3.13165e-05 1.02571 0.031597
3122 0.25569 766.2 1.92368 0.00572124 3.15917e-05 1.025 0.0315945
3122.5 0.19734 838.7 1.91452 0.00515281 2.0071e-05 1.0243 0.031592
3123 0.15553 881.5 1.89113 0.00551116 3.28339e-05 1.0236 0.0315895
3123.5 0.11727 814.6 1.87701 0.00542812 3.03741e-05 1.02289 0.0315871
3124 0.080344 728.7 1.86317 0.00554423 3.10073e-05 1.02219 0.0315845
3124.5 0.064955 678 1.83571 0.00563416 3.2124e-05 1.02149 0.031582
3125 0.044418 678.3 1.81505 0.00558078 2.89767e-05 1.02079 0.0315795
3125.5 0.030995 729.9 1.78523 0.00594756 3.64571e-05 1.02009 0.0315771
3126 0.02283 776.3 1.76935 0.00570271 3.4625e-05 1.01939 0.0315746
3126.5 0.014522 798.4 1.77117 0.00520717 2.21895e-05 1.01869 0.0315721
3127 0.0080914 785.5 1.7638 0.00552626 2.60438e-05 1.01799 0.0315695
3127.5 0.0040933 767.6 1.74483 0.00534872 2.46873e-05 1.01729 0.031567
3128 0.0012785 790.4 1.7321 0.00550841 2.98786e-05 1.0166 0.0315645
3128.5 0.00062804 808.6 1.71683 0.00528273 2.82694e-05 1.0159 0.031562
3129 0.00010066 783 1.71587 0.00548721 2.66073e-05 1.0152 0.0315596
3129.5 5.4924e-05 754 1.72143 0.00495199 2.25127e-05 1.0145 0.031557
3130 0 759.6 1.70291 0.00521254 2.59546e-05 1.01382 0.0315545
